광역시도,해경서,발생일자,발생요일,사고유형,장소,사고원인,위험구역지정
전라북도,부안,2018-08-27,월요일,기타익수,해안가,부주의,없음
제주특별자치도,서귀포,2018-08-27,월요일,기타익수,해안가,안전미준수,없음
경상남도,통영,2018-08-28,화요일,추락익수,항포구,자살,없음
강원도,동해,2018-08-29,수요일,수중레저익수,해양,안전미준수,없음
부산광역시,부산,2018-08-30,목요일,수중레저익수,해양,부주의,없음
경상북도,포항,2018-08-30,목요일,수상레저익수,해안가,음주,없음
전라북도,군산,2018-08-31,금요일,추락익수,항포구,부주의,없음
제주특별자치도,제주,2018-08-31,금요일,수상레저익수,해안가,부주의,없음
인천광역시,인천,2018-09-01,토요일,표류,해양,부주의,없음
강원도,속초,2018-09-01,토요일,수상레저익수,해안가,음주,없음
강원도,속초,2018-09-01,토요일,수중레저익수,해안가,부주의,없음
경상북도,울진,2018-09-01,토요일,추락,테트라포드,부주의,없음
강원도,속초,2018-09-01,토요일,수상레저익수,해안가,부주의,없음
경상북도,울진,2018-09-01,토요일,수상레저익수,해안가,음주,없음
부산광역시,부산,2018-09-02,일요일,수상레저익수,해안가,음주,없음
강원도,동해,2018-09-02,일요일,수상레저익수,해양,안전미준수,없음
전라북도,부안,2018-09-02,일요일,추락익수,항포구,부주의,없음
전라남도,목포,2018-09-02,일요일,고립,해수욕장,부주의,없음
강원도,동해,2018-09-03,월요일,기타익수,해안가,자살,없음
전라남도,여수,2018-09-03,월요일,추락익수,해양,부주의,없음
경상남도,통영,2018-09-03,월요일,고립,갯바위,안전미준수,없음
부산광역시,부산,2018-09-03,월요일,기타익수,해양,음주,없음
강원도,속초,2018-09-04,화요일,추락,테트라포드,부주의,없음
전라남도,완도,2018-09-04,화요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-09-04,화요일,기타익수,해양,운전 부주의,없음
부산광역시,부산,2018-09-04,화요일,수상레저익수,갯바위,음주,없음
경상북도,포항,2018-09-05,수요일,수상레저익수,해안가,부주의,없음
제주특별자치도,제주,2018-09-05,수요일,추락익수,갯바위,부주의,없음
제주특별자치도,제주,2018-09-05,수요일,기타익수,갯바위,수영미숙,없음
제주특별자치도,제주,2018-09-05,수요일,기타,항포구,자살,없음
경상남도,통영,2018-09-06,목요일,추락,방파제,부주의,없음
부산광역시,부산,2018-09-06,목요일,고립,갯바위,부주의,없음
전라남도,완도,2018-09-06,목요일,추락익수,항포구,부주의,없음
충청남도,태안,2018-09-06,목요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-09-06,목요일,추락익수,해양,자살,없음
충청남도,태안,2018-09-06,목요일,추락익수,항포구,부주의,없음
전라남도,여수,2018-09-07,금요일,추락익수,항포구,부주의,없음
부산광역시,부산,2018-09-07,금요일,고립,갯바위,기상불량,없음
인천광역시,인천,2018-09-07,금요일,고립,갯바위,조석 미인지,없음
전라남도,여수,2018-09-07,금요일,추락익수,항포구,운전 부주의,없음
전라북도,군산,2018-09-08,토요일,고립,무인도서,부주의,없음
제주특별자치도,제주,2018-09-08,토요일,고립,갯바위,부주의,없음
인천광역시,인천,2018-09-08,토요일,기타익수,무인도서,안전미준수,없음
부산광역시,부산,2018-09-08,토요일,수상산업익수,해안가,수영미숙,없음
부산광역시,부산,2018-09-08,토요일,추락,갯바위,부주의,없음
전라북도,부안,2018-09-08,토요일,기타익수,해안가,조석 미인지,없음
강원도,속초,2018-09-09,일요일,추락,방파제,부주의,없음
충청남도,태안,2018-09-09,일요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2018-09-09,일요일,고립익수,해안가,부주의,없음
전라북도,군산,2018-09-09,일요일,추락,테트라포드,부주의,없음
전라북도,부안,2018-09-09,일요일,고립,해안가,조석 미인지,없음
인천광역시,인천,2018-09-09,일요일,고립,해안가,조석 미인지,없음
경상남도,통영,2018-09-10,월요일,기타익수,해안가,음주,없음
제주특별자치도,제주,2018-09-10,월요일,기타익수,해안가,부주의,없음
인천광역시,인천,2018-09-10,월요일,고립,무인도서,조석 미인지,없음
충청남도,태안,2018-09-11,화요일,고립,항포구,조석 미인지,없음
경기도,평택,2018-09-11,화요일,고립익수,갯벌,부주의,없음
인천광역시,인천,2018-09-12,수요일,고립,갯벌,조석 미인지,없음
제주특별자치도,서귀포,2018-09-12,수요일,추락익수,항포구,부주의,없음
제주특별자치도,제주,2018-09-12,수요일,추락익수,항포구,부주의,없음
충청남도,태안,2018-09-13,목요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2018-09-13,목요일,고립,해안가,부주의,없음
울산광역시,울산,2018-09-13,목요일,기타익수,해수욕장,음주,없음
경상북도,포항,2018-09-14,금요일,추락익수,항포구,음주,없음
제주특별자치도,제주,2018-09-14,금요일,기타익수,해안가,운전 부주의,없음
전라남도,목포,2018-09-14,금요일,추락익수,항포구,음주,없음
충청남도,태안,2018-09-14,금요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2018-09-15,토요일,기타익수,해안가,자살,없음
경상남도,창원,2018-09-15,토요일,추락,방파제,안전미준수,없음
전라남도,여수,2018-09-15,토요일,추락익수,갯바위,부주의,없음
부산광역시,부산,2018-09-16,일요일,추락,테트라포드,부주의,없음
전라남도,완도,2018-09-16,일요일,추락익수,항포구,자살,없음
부산광역시,창원,2018-09-16,일요일,추락익수,갯바위,안전미준수,없음
부산광역시,울산,2018-09-16,일요일,추락익수,테트라포드,부주의,없음
경상남도,통영,2018-09-16,일요일,추락익수,갯바위,부주의,없음
인천광역시,인천,2018-09-16,일요일,기타익수,기타,자살,없음
강원도,속초,2018-09-17,월요일,추락,테트라포드,부주의,없음
강원도,동해,2018-09-17,월요일,수상레저익수,해양,안전미준수,없음
충청남도,보령,2018-09-17,월요일,고립,갯바위,부주의,없음
울산광역시,울산,2018-09-17,월요일,추락익수,기타,자살,없음
경상북도,포항,2018-09-18,화요일,기타익수,해안가,자살,없음
인천광역시,인천,2018-09-18,화요일,추락익수,항포구,운전 부주의,없음
인천광역시,인천,2018-09-18,화요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-09-19,수요일,기타익수,기타,자살,없음
강원도,속초,2018-09-19,수요일,추락익수,항포구,자살,없음
경상남도,통영,2018-09-20,목요일,기타익수,해안가,자살,없음
전라남도,여수,2018-09-20,목요일,기타익수,해안가,음주,없음
울산광역시,울산,2018-09-21,금요일,수상레저익수,갯바위,수영미숙,없음
강원도,속초,2018-09-21,금요일,추락,테트라포드,음주,없음
경상남도,통영,2018-09-22,토요일,추락익수,항포구,음주,없음
부산광역시,부산,2018-09-22,토요일,기타익수,해안가,음주,없음
충청남도,태안,2018-09-22,토요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-09-22,토요일,고립,해안가,안전미준수,없음
경상남도,창원,2018-09-23,일요일,기타익수,항포구,음주,없음
충청남도,태안,2018-09-23,일요일,고립,갯바위,부주의,없음
제주특별자치도,제주,2018-09-23,일요일,기타익수,해안가,부주의,없음
충청남도,태안,2018-09-23,일요일,고립,갯바위,부주의,없음
부산광역시,부산,2018-09-24,월요일,고립,갯바위,조석 미인지,없음
경상남도,통영,2018-09-24,월요일,추락익수,항포구,음주,없음
전라북도,부안,2018-09-24,월요일,추락,갯바위,안전미준수,없음
충청남도,보령,2018-09-24,월요일,고립,갯벌,안전미준수,없음
충청남도,보령,2018-09-24,월요일,고립,갯바위,조석 미인지,없음
충청남도,평택,2018-09-25,화요일,고립,해안가,조석 미인지,없음
경상남도,통영,2018-09-25,화요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2018-09-25,화요일,고립,무인도서,부주의,없음
인천광역시,인천,2018-09-25,화요일,기타익수,해안가,음주,없음
경상남도,통영,2018-09-25,화요일,고립,무인도서,기상불량,없음
인천광역시,인천,2018-09-25,화요일,추락,항포구,부주의,없음
전라북도,부안,2018-09-25,화요일,고립,갯바위,부주의,없음
인천광역시,인천,2018-09-25,화요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2018-09-25,화요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2018-09-25,화요일,고립익수,갯벌,부주의,없음
충청남도,태안,2018-09-25,화요일,표류,해안가,부주의,없음
부산광역시,울산,2018-09-26,수요일,추락,방파제,부주의,없음
충청남도,태안,2018-09-26,수요일,고립,갯바위,부주의,없음
제주특별자치도,서귀포,2018-09-26,수요일,추락익수,갯바위,기상불량,없음
제주특별자치도,서귀포,2018-09-27,목요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2018-09-27,목요일,기타익수,항포구,자살,없음
경상남도,통영,2018-09-27,목요일,기타익수,방파제,수영미숙,없음
경상남도,통영,2018-09-27,목요일,기타,해안가,안전미준수,없음
전라북도,군산,2018-09-28,금요일,고립,갯바위,부주의,없음
경상남도,통영,2018-09-28,금요일,기타익수,해안가,음주,없음
전라남도,목포,2018-09-28,금요일,기타익수,항포구,음주,없음
인천광역시,인천,2018-09-29,토요일,기타,해양,타인부주의,없음
충청남도,태안,2018-09-29,토요일,고립,갯바위,조석 미인지,없음
부산광역시,울산,2018-09-29,토요일,기타익수,해안가,기상불량,없음
부산광역시,부산,2018-09-30,일요일,표류,해안가,수영미숙,없음
인천광역시,인천,2018-09-30,일요일,기타익수,해안가,음주,없음
인천광역시,인천,2018-10-03,수요일,고립,갯바위,조석 미인지,없음
부산광역시,부산,2018-10-03,수요일,기타,항포구,자살,없음
충청남도,태안,2018-10-03,수요일,추락,해안가,부주의,없음
전라남도,목포,2018-10-04,목요일,추락,기타,부주의,없음
제주특별자치도,제주,2018-10-05,금요일,기타,해안가,자살,없음
경상남도,통영,2018-10-05,금요일,고립,기타,타인부주의,없음
제주특별자치도,제주,2018-10-05,금요일,기타익수,항포구,운전 부주의,없음
경상북도,포항,2018-10-06,토요일,고립,해안가,기상불량,없음
경상남도,통영,2018-10-06,토요일,고립,갯바위,부주의,없음
경상남도,통영,2018-10-06,토요일,수상산업익수,항포구,부주의,없음
경상남도,창원,2018-10-06,토요일,추락,방파제,음주,없음
경상남도,통영,2018-10-06,토요일,기타익수,해안가,수영미숙,없음
전라남도,여수,2018-10-07,일요일,고립,갯바위,부주의,없음
전라남도,여수,2018-10-07,일요일,추락,해안가,운전 부주의,없음
전라남도,목포,2018-10-07,일요일,추락익수,항포구,부주의,없음
전라남도,여수,2018-10-08,월요일,추락익수,항포구,부주의,없음
인천광역시,인천,2018-10-08,월요일,고립,갯바위,조석 미인지,없음
인천광역시,인천,2018-10-08,월요일,추락익수,기타,자살,없음
전라남도,목포,2018-10-09,화요일,고립,갯바위,부주의,없음
충청남도,태안,2018-10-09,화요일,고립,갯벌,조석 미인지,없음
인천광역시,인천,2018-10-09,화요일,기타익수,항포구,부주의,없음
충청남도,태안,2018-10-09,화요일,고립,갯바위,조석 미인지,없음
충청남도,태안,2018-10-09,화요일,고립,갯바위,조석 미인지,없음
제주특별자치도,서귀포,2018-10-10,수요일,수중산업익수,해안가,운전 부주의,없음
인천광역시,인천,2018-10-10,수요일,고립,갯벌,조석 미인지,없음
